Beat 1, Beat 2, Correlation
0932, 0833, 0.9304977654713663
0211, 1014, 0.9304537493494489
1834, 1634, 0.9304187630139068
0835, 2032, 0.9304000812333547
2411, 0611, 0.9303993888218405
1533, 1822, 0.9303970433522392
1412, 0112, 0.9303437869370478
1931, 1731, 0.930334904634918
1135, 1834, 0.9303322554213814
0924, 1724, 0.9302436768995662
1814, 2534, 0.9302306137020322
1931, 2012, 0.9302225096940511
0911, 1233, 0.9301486744855867
2513, 0812, 0.9301382529251068
0111, 1912, 0.9301379946972055
0211, 1431, 0.9301307210832112
1424, 1833, 0.9301192747191531
1912, 1224, 0.9301161914418138
2013, 2512, 0.9300969031176681
1621, 1711, 0.930088328891953
1633, 1421, 0.9300841446168355
0622, 0131, 0.9300783878204406
1632, 0523, 0.9300526663833779
1713, 1935, 0.930045849092237
0422, 1014, 0.9300425869706264
1723, 1833, 0.9300075452075605
1723, 1424, 0.9299953667191273
1834, 1224, 0.9299674372593034
1113, 0131, 0.9299658203950364
1523, 1711, 0.9299505562227298
1723, 2522, 0.9299487382734848
1423, 0714, 0.9299163448585694
1621, 1611, 0.9298690596349877
1624, 1413, 0.9298435466493552
0214, 1822, 0.9298279296799845
1814, 0334, 0.9298234789614123
0931, 0935, 0.9297964603073268
1212, 0523, 0.9297424519228131
0213, 1513, 0.929727782385524
1423, 1532, 0.929712896160337
1832, 0411, 0.9296895502870357
1613, 1652, 0.9295602885481269
2012, 0421, 0.9295373549979318
2211, 2513, 0.9295218616786727
2512, 1111, 0.9295010687346109
0632, 1821, 0.9294831291446342
2413, 0322, 0.929479083882023
1633, 1413, 0.929428753097209
1212, 0511, 0.9293982647742601
1834, 0731, 0.9293909672723768
0233, 1231, 0.9293814990049942
1653, 0215, 0.9293556630693903
2433, 0933, 0.929341314809591
1924, 1014, 0.9293323610469778
1834, 1422, 0.9293074142952387
1431, 0933, 0.9292737866536341
1612, 1234, 0.9292462404108567
0424, 0112, 0.929200578941065
0433, 0332, 0.929186402288418
1211, 1621, 0.9291510657747959
1731, 2431, 0.9291116677404911
1921, 1024, 0.9290919803164127
1412, 2522, 0.9290839508194497
2032, 1712, 0.9290832660401236
0422, 1831, 0.9290294496460689
1215, 1413, 0.9289566820982926
0922, 0232, 0.9289401333169314
2032, 0812, 0.9289364805009014
1823, 0434, 0.9289019284547043
1722, 1422, 0.9288973255080821
2424, 0221, 0.9288772030763919
1532, 2432, 0.9288702048984914
1424, 1233, 0.9288608311098976
1713, 1233, 0.9288360349079013
1215, 0612, 0.9288110897081343
1014, 1232, 0.9287682520796042
0815, 0824, 0.9287515468561934
2022, 1225, 0.9287474989539789
1613, 1713, 0.9286955091891246
1622, 1434, 0.9286566604610197
0912, 0822, 0.9286553626439022
1632, 1132, 0.9285504106047406
1633, 1732, 0.9285450350288541
1924, 1612, 0.9285383162863889
0225, 1824, 0.9285182220826735
1811, 0322, 0.9284791168720492
1112, 1915, 0.9284726260367556
2024, 1213, 0.9283962128471854
0421, 1234, 0.9283796140977024
0811, 2011, 0.9283726951955289
2031, 2212, 0.9283695334322538
1434, 2431, 0.9283487313632574
1011, 0432, 0.928309386364104
1434, 0923, 0.9282127360237054
0915, 1812, 0.9282064541916027
1014, 0933, 0.9281630603123381
1814, 0822, 0.9281072357789408
1722, 0234, 0.9280886851380267
1031, 1652, 0.9280747568422278
2424, 1935, 0.9280486617718401
0622, 1021, 0.9280432360670333
1812, 1133, 0.9280398881442157
2524, 0533, 0.9280255719288567
1414, 1533, 0.9280157301740726
2012, 2011, 0.9279937452357178
1112, 0213, 0.9279633414177537
0121, 0822, 0.9279548561369111
0332, 1654, 0.9278883183069498
2031, 0822, 0.9278545372824984
1811, 1731, 0.9278035347921259
0422, 0311, 0.927785116640449
2232, 1234, 0.9277486548326157
1713, 0434, 0.9277469221952485
1623, 1631, 0.9277374967606485
1423, 0921, 0.9277261849049612
1114, 1712, 0.9276435941309925
0433, 0835, 0.9276421058639699
0815, 0424, 0.9276033721961278
1213, 2222, 0.9275955324054568
0833, 1222, 0.927559596690917
2211, 1923, 0.9275249051934351
1113, 0833, 0.9275141788406709
2524, 2522, 0.9273937774319758
2013, 0914, 0.9273292142916255
2522, 1824, 0.9273248235905597
1131, 0934, 0.9272907435684996
0614, 2511, 0.927253784139877
1112, 0723, 0.9272304327633898
0834, 1433, 0.9272053061266493
1832, 0726, 0.9271913450260182
2022, 0333, 0.9271582488067589
1122, 1225, 0.9271100180796099
1613, 1933, 0.9270813675759348
0821, 1654, 0.9270807135617162
0412, 1431, 0.9270444349891699
0915, 1412, 0.9270313280503788
1923, 1654, 0.9270266679797576
0412, 1122, 0.926968675871005
1213, 0935, 0.9269682193223658
1621, 0114, 0.926950073218203
1722, 1022, 0.9269235045442658
1014, 0311, 0.9268489902848226
0834, 1124, 0.9268336867718809
1613, 0824, 0.926810777447802
1832, 1431, 0.9267975269923145
0831, 1654, 0.9267809973042009
1014, 1033, 0.9267555755800599
1522, 1233, 0.9267464880672384
2433, 1115, 0.926741197062381
1115, 2531, 0.9267304295776801
1723, 1713, 0.9267144137373794
2535, 1651, 0.9267088285704553
0834, 0732, 0.9266763863022934
2411, 0312, 0.9266727750475753
0922, 0321, 0.926598562505287
1211, 1822, 0.9265963498630058
1731, 0714, 0.9265913916929119
1115, 2511, 0.9265844843389919
1512, 1821, 0.9265820172209678
2535, 0623, 0.9265734864846721
0322, 0933, 0.9265649588940083
1713, 2523, 0.9265292841921021
1723, 1531, 0.9265048658292919
0433, 1523, 0.9264600013338364
2411, 0724, 0.9264227819639471
0323, 1652, 0.9263769939033937
1633, 1021, 0.9263584306483699
0814, 2511, 0.9263583723580655
1613, 0631, 0.9263372855699193
1411, 1413, 0.9263337737121009
1934, 1613, 0.9263156478747644
2211, 1224, 0.9262471256710003
0911, 0225, 0.9262373061037145
0122, 0432, 0.9261221933618724
2424, 1233, 0.926103612951806
0911, 1833, 0.9260606553849021
1212, 1121, 0.9260458019627098
1922, 2513, 0.9259894043348366
0333, 0322, 0.9259593558252922
1434, 1913, 0.9259435968380316
0314, 1414, 0.925931606625633
2515, 2511, 0.9259093642105721
0235, 1935, 0.9258527313288417
0314, 1912, 0.9257230665626129
1113, 1421, 0.925707742217766
0812, 1711, 0.9256904848811232
0214, 1224, 0.9256616385633615
0412, 2432, 0.9256428054558447
0323, 2424, 0.9255688134470729
2411, 0613, 0.9255470386005531
2533, 2525, 0.9254625231580985
2211, 0113, 0.9254499891409264
2013, 1732, 0.9254238295477416
1924, 0726, 0.9253882890468219
0922, 1524, 0.9253579319945929
1033, 0123, 0.9253100090109108
0913, 1033, 0.9253000633781263
2532, 0322, 0.9252913543526048
2412, 1513, 0.9252148084738423
0432, 0221, 0.9250999309989739
1512, 0912, 0.9250429526302467
1112, 1533, 0.9250110963068708
1412, 1034, 0.9249831294613804
1423, 0422, 0.9249558203353839
2422, 1513, 0.9249186905233935
2411, 0431, 0.9249103759797364
2031, 0912, 0.9249077737825128
0923, 1115, 0.9248662235915441
1613, 0434, 0.9248580557109757
1523, 0114, 0.9248516434254165
1812, 0512, 0.9247676994133119
1622, 1033, 0.9247483190906639
1522, 1133, 0.9246535108953452
0231, 1213, 0.9245733413965318
0211, 1122, 0.9245561539688126
1823, 1824, 0.9244972413413013
1814, 1214, 0.9244940721647078
2211, 1533, 0.9244554424648629
0915, 1723, 0.9243808576487688
0835, 1822, 0.9243544537491664
0612, 1921, 0.924351477795981
0913, 2431, 0.9243402454578092
1622, 0811, 0.9242859738270683
2211, 1722, 0.9242836863161055
2013, 1024, 0.9242816827135316
0815, 0432, 0.9241899010233321
0911, 1531, 0.9241570319988117
0835, 1621, 0.9241496804853614
1933, 1652, 0.9241291082304921
0922, 1432, 0.9240349976424952
2411, 0715, 0.9240245242773799
1114, 0111, 0.9240215355605423
0231, 1212, 0.9239900708504307
0312, 1814, 0.9239709574327616
1932, 1654, 0.9238518609230839
2022, 1232, 0.9237636836058002
1431, 0311, 0.9237460691792749
0122, 0235, 0.9237450907816047
1811, 1115, 0.9237111176086307
1834, 0522, 0.9236812084741358
0422, 2413, 0.9236439834447215
2012, 0714, 0.9236067123809784
1424, 1914, 0.923585669146296
0834, 0735, 0.9235310647928089
1022, 1621, 0.9235041477207733
1731, 1733, 0.9234985418727439
0811, 0921, 0.9234971084083827
1831, 2532, 0.9234955786222594
1812, 1034, 0.9234815209684389
2031, 1212, 0.9234662578353082
1434, 0913, 0.923386013923822
0324, 1234, 0.9233831405018655
1925, 2525, 0.9233450852407001
1135, 1711, 0.9232496251309875
2031, 0935, 0.9231499534443597
1812, 2424, 0.9231072234372235
1215, 2423, 0.9230715750590898
0622, 1413, 0.9230350680736964
0614, 2531, 0.9229907603822854
2431, 1232, 0.9229816632037282
0322, 0324, 0.9229460202701438
1112, 1231, 0.9229440179868734
1931, 2511, 0.9229417282750938
2031, 0611, 0.9229144288283682
2013, 2533, 0.9229068307059304
1653, 1932, 0.922890475956063
2223, 0912, 0.9228691218714784
1832, 0714, 0.9228499091038004
1412, 1823, 0.9228313429120872
1653, 0113, 0.9227887003711184
0834, 0224, 0.9227039787314857
1112, 1023, 0.9227011584155594
1722, 0731, 0.9226920107569735
2522, 0112, 0.9226822845304441
1911, 1234, 0.9226701972952595
0233, 1533, 0.9226179207340083
1812, 1613, 0.9225333347109014
0233, 1623, 0.922473271160101
0422, 0421, 0.9224566620754663
1215, 1411, 0.9224544188000804
1121, 1814, 0.9224539470458676
1533, 2032, 0.9224223208940073
1134, 1211, 0.9224173198010727
0834, 1655, 0.9223891558026205
0233, 0214, 0.9223393963475139
1911, 2012, 0.9223344215114238
2411, 0733, 0.9222973834636543
0231, 2411, 0.9222829788476222
1622, 0311, 0.922274689250209
0235, 0631, 0.922268338634035
1231, 2513, 0.9222513094506248
1114, 1533, 0.9222420562194878
1115, 0311, 0.9222391965937793
0225, 0434, 0.9222030914833114
2022, 1911, 0.9221705994206988
0233, 0513, 0.9221489166903758
2013, 1421, 0.9220859790782673
1123, 0912, 0.9220596020350937
1211, 2514, 0.9219892234110036
1412, 0225, 0.9219142843942257
1832, 2531, 0.9219060844457457
0313, 1014, 0.9218832088540378
2535, 1614, 0.9218508270995733
0815, 1613, 0.9217937023862596
1113, 1021, 0.9217270044868584
0132, 1814, 0.9216382379040847
1221, 0824, 0.9216115577535736
0811, 1431, 0.9215974342880006
1634, 1711, 0.9214895126798338
0215, 1414, 0.9214643547255246
0834, 2512, 0.9214603735298961
0233, 0332, 0.9214248456324978
0715, 1821, 0.9214244148059988
2211, 1932, 0.9214178579187173
0231, 1632, 0.9214131631311329
0533, 1914, 0.9213982414719876
0913, 2511, 0.9213820766770648
0831, 1134, 0.9213612787849982
2031, 0223, 0.9213507493534967
1113, 0934, 0.9213401668805952
0225, 0432, 0.9213113534337929
1131, 0622, 0.9213070458973351
2412, 2032, 0.9211522610428151
0611, 1821, 0.9211400864802826
1831, 2531, 0.9211152026360092
1924, 1431, 0.9210837886651176
0735, 1921, 0.9210814383738265
0214, 0111, 0.9210728355425913
0825, 2525, 0.9210064700822728
0712, 1413, 0.9209319658186969
0834, 1732, 0.9208908033951658
0434, 0112, 0.9208194854952888
1022, 1711, 0.9207974539184318
1723, 0432, 0.9207806159270595
1034, 2424, 0.9207473418757601
2013, 1222, 0.9207453351055908
0332, 2032, 0.9207004975041005
0111, 1712, 0.920622623008126
1411, 0934, 0.9206063430224545
2011, 0322, 0.920558109520389
1212, 0912, 0.9204789809518432
1414, 1712, 0.9204742183356697
0122, 1914, 0.9203654316707534
0815, 1424, 0.9203640586828585
2424, 1823, 0.9202784652339515
1832, 1225, 0.9202153606360362
0913, 0933, 0.9201561923218763
0422, 0923, 0.9201066137464189
2422, 1134, 0.9200817697670196
1912, 1654, 0.9200579245410084
1832, 2022, 0.920027336640034
1112, 2412, 0.9199717517859817
2535, 0725, 0.9198912939682133
1422, 1513, 0.9198541020078668
0531, 1522, 0.9198391810829918
0421, 0322, 0.9197830081868398
1933, 0112, 0.9197789454606776
2012, 1811, 0.9197744414461009
1423, 0933, 0.9197415456364798
2413, 2511, 0.91971446803376
2512, 2525, 0.919710475246514
1834, 1922, 0.9196828126786395
1211, 1722, 0.9196610162526182
2013, 0532, 0.919618130191684
2411, 1511, 0.9195926552267446
1122, 1831, 0.9195628904004792
1623, 1711, 0.9195628694310941
2211, 2032, 0.9195135563339991
2432, 1234, 0.9194764144908754
1632, 2534, 0.9194426955514059
0811, 0123, 0.9193920885821739
0723, 1711, 0.9193604748391958
2413, 1115, 0.9193547306951453
0632, 1814, 0.9193318005449203
1023, 1513, 0.9192191303415155
2422, 0314, 0.9191979786930276
1731, 1225, 0.9191944453104636
1113, 1732, 0.9191634316678472
0934, 2533, 0.9191544016923758
0122, 1713, 0.9190511372803517
1911, 0422, 0.9190459503887676
1033, 1913, 0.9190445234314394
0314, 1631, 0.9190308927046396
1215, 0222, 0.9190199961275073
0422, 0324, 0.9189776733849622
2422, 1722, 0.9189503774201528
1114, 1631, 0.9189446268826438
2514, 2513, 0.9189437106282201
2211, 0111, 0.918926323118187
1013, 1812, 0.9189205181431951
0633, 1613, 0.9189099938452101
1134, 2211, 0.9188901926443387
0432, 1133, 0.91884478557699
0634, 1821, 0.9187675994209539
1712, 1822, 0.9187514457356085
1912, 2513, 0.9187065324283213
0922, 2521, 0.9186872800683303
1412, 0235, 0.9186743827533679
0834, 1111, 0.9186519241277488
2023, 1111, 0.9186122071718749
0311, 1612, 0.9186120899170049
0633, 0112, 0.9186002177002381
0232, 2525, 0.9185747203838179
0121, 1821, 0.9185576046321703
1722, 1711, 0.9185335586187113
1911, 0322, 0.9185334499939186
1134, 1621, 0.9184707794344974
1113, 1925, 0.9183645141550933
0834, 0222, 0.9182621259436233
1912, 2514, 0.9182536419723791
1212, 0121, 0.9181668470297575
2535, 0931, 0.9180875118024172
1122, 1115, 0.9180507825683419
0311, 0933, 0.9180057308648956
1421, 2525, 0.9179598925762145
0915, 0235, 0.9179539301035564
0311, 0123, 0.9178212670408382
1113, 1432, 0.9178207764648006
0332, 1621, 0.9178047579431964
1522, 2424, 0.9177510639292062
1134, 1912, 0.9176142324936899
0723, 1834, 0.917578090199387
0834, 2525, 0.9175456876991588
1933, 0235, 0.9175225473955521
1032, 2032, 0.9174843179994854
1023, 2032, 0.9174304981710708
1414, 1822, 0.9174301985030029
1723, 1823, 0.9173915687097705
0331, 1821, 0.9173553049472686
1231, 1654, 0.9173084433769285
0632, 1212, 0.9172705486867423
0432, 1233, 0.917252396172347
0934, 2525, 0.9171920527463385
1215, 0825, 0.9169980796387397
1814, 0733, 0.9169263996911987
0412, 2531, 0.9168526818851357
0621, 2511, 0.9168331197718711
1834, 1621, 0.9168201161657094
1224, 2033, 0.9168012637938009
1033, 1115, 0.9167975749277181
2022, 0421, 0.9167397040827482
2013, 0222, 0.9167289640091316
0311, 1234, 0.9166546707678705
1522, 0235, 0.9165631069350838
1834, 1125, 0.9165211227027383
0113, 1654, 0.9164989227239827
1113, 2512, 0.916422162946899
2031, 1123, 0.9164142610147071
1522, 1613, 0.9163992769819291
0235, 1824, 0.9163183630485114
2022, 1612, 0.9162750619031615
1922, 1513, 0.9162661998788638
1112, 1722, 0.9161878679593197
2411, 1614, 0.9161830879559835
0834, 1724, 0.9161558957486498
1523, 2032, 0.916134384913185
0715, 1814, 0.9161284048176503
1423, 2413, 0.9161124908900921
0211, 2432, 0.9160492059914163
2022, 2011, 0.9158971160122327
1212, 2222, 0.91589466561861
0114, 2033, 0.9158033050733841
1434, 0726, 0.9157959787562445
0234, 1513, 0.9157892348530717
0834, 0321, 0.9157820491134384
0422, 1612, 0.9157154816134008
1731, 0311, 0.9156660032987026
0932, 1111, 0.9155918904831691
0211, 2531, 0.91558265435089
2013, 1655, 0.9154815754310486
0726, 1033, 0.9154255323298265
0233, 1634, 0.9153576793132904
0114, 1711, 0.9153348033562174
1113, 0622, 0.9153150436574042
2022, 0324, 0.915296758369431
0433, 1022, 0.9152635380042258
2524, 1933, 0.9152412622402682
1414, 2513, 0.9151571181986986
0124, 1914, 0.9151008680747035
2531, 1225, 0.9150589355494443
1632, 0912, 0.9150134616550997
0313, 2431, 0.9149432934458006
2011, 1234, 0.9149382161423977
1831, 2432, 0.914934125619233
0834, 2234, 0.9149196137653252
2535, 0832, 0.9148748058024232
0433, 1211, 0.9147468704176969
1531, 1652, 0.914744547059588
1822, 0114, 0.9146543788133997
0214, 1621, 0.9146351853884397
0212, 1654, 0.9145997368752532
1115, 2432, 0.9145929049853796
1531, 1424, 0.9145621854422364
1631, 1711, 0.9145338036891512
1814, 1614, 0.9144880954399641
2433, 1234, 0.9144447118388683
0235, 2523, 0.9144176546141835
1022, 1822, 0.9144117463633239
1924, 1122, 0.9144071355872359
2411, 0624, 0.914386450412801
2524, 1723, 0.9143808411341611
1113, 0825, 0.9143163759625021
1423, 1811, 0.9143070603334368
0233, 2032, 0.9142934920120565
1732, 2525, 0.9141809483148561
1122, 0311, 0.9141712830337729
0533, 0235, 0.9141695089464519
1121, 1632, 0.9141209208626657
1432, 0934, 0.9140183804405879
1533, 1654, 0.9139437587304147
1652, 0631, 0.9138314424611086
2022, 1913, 0.9137995253643493
0634, 1814, 0.9137122704517671
0934, 0732, 0.9136866367776397
1611, 0114, 0.9136821705181278
1032, 1513, 0.9136637859156821
1114, 2514, 0.913650272719175
0815, 1531, 0.9136359022474579
1112, 1711, 0.9135723855729838
2211, 1654, 0.9135173026330405
1723, 1034, 0.9134696595893097
1033, 1612, 0.9134483965348762
2023, 1813, 0.9134215488053953
2431, 0933, 0.913416636855416
0422, 1232, 0.9134151516546812
0834, 1421, 0.9133623461497716
1621, 0234, 0.9133457788196415
0922, 2512, 0.9131293174870889
1132, 1821, 0.9131258750400019
1832, 1924, 0.9130513597274895
0433, 1912, 0.913031852415448
0831, 1112, 0.9129794998803634
0414, 1814, 0.912968162893428
0815, 0225, 0.9129522840375803
2012, 0923, 0.9129056815611305
1112, 1211, 0.9129010260933236
2521, 1921, 0.9127718438075824
0233, 1135, 0.9127252189808658
1423, 0324, 0.9127108890056062
0811, 2531, 0.9126693280285086
0522, 2032, 0.9126395988811953
1434, 1612, 0.912598764519437
0233, 0113, 0.9125936027275663
1424, 1412, 0.9123986053617641
2012, 0811, 0.9123485101982534
0833, 0131, 0.9123463146076748
0112, 0631, 0.9123283803570251
1022, 1513, 0.9122716239193372
2011, 0422, 0.9122669350823499
1414, 1611, 0.912257108550901
0912, 2222, 0.9121908629334201
0511, 1821, 0.9121231264506032
1423, 0333, 0.9121122258647568
2422, 2032, 0.912100385859109
0922, 1813, 0.9120968266647229
0633, 1914, 0.9120678707259067
2411, 2212, 0.9120557967067867
1112, 0821, 0.9120353911740243
2431, 1913, 0.9120183354822695
2422, 2514, 0.9119804541042752
2511, 0324, 0.9119394494132467
1653, 2514, 0.9119199401995317
2211, 2514, 0.9119194570152138
1632, 2223, 0.9116173871306869
0633, 1652, 0.9115775993888543
1632, 0511, 0.9115722257810402
0833, 1131, 0.9115400429647966
2011, 2511, 0.9114677313287637
0731, 1621, 0.9113948572159141
2024, 0912, 0.9113631274792653
1423, 2011, 0.9113228212223508
1812, 0424, 0.9113092828232254
2525, 0131, 0.9112822997413506
1813, 0934, 0.9112699971586395
1832, 1423, 0.911264815467371
1124, 0934, 0.9112521293935995
1832, 2433, 0.9112273543847937
1832, 0333, 0.911210489226442
1621, 1422, 0.9111253879814097
0232, 1113, 0.9111077219804409
0811, 1232, 0.9110852553014959
1014, 1532, 0.9110463384772705
1833, 2424, 0.910936555311841
1112, 1923, 0.9108964341987396
1832, 1733, 0.910877714523672
1834, 1022, 0.9108668808591406
2423, 2525, 0.9108183507594999
2211, 0314, 0.9107430764116768
0932, 0712, 0.9107110967485812
0833, 1021, 0.910706641848743
0235, 0112, 0.9106517538688096
0915, 2524, 0.9106250964788887
1434, 1014, 0.9106164945625589
2433, 0322, 0.910603538970941
0834, 2533, 0.9105969896251738
1424, 1824, 0.9105283251598077
2432, 1225, 0.9104614615000185
1833, 0432, 0.9104607771402757
1623, 1654, 0.9104313121729312
2411, 0832, 0.9104093834443814
2514, 1822, 0.9103856923772015
1032, 1112, 0.9103827311218057
0731, 1513, 0.910356673529417
1932, 2513, 0.9103566043685645
1211, 2032, 0.9103210621835861
0834, 0932, 0.9103028019471564
1513, 0812, 0.9101208323873708
2012, 2431, 0.9100638625760205
0722, 1652, 0.9100363290495062
1013, 1652, 0.9100028026111311
1125, 1711, 0.9099963849596376
2411, 0334, 0.9098896517743444
1211, 1711, 0.9097750642523224
1412, 1713, 0.9097509590462727
1814, 0823, 0.9097447133141574
2524, 0631, 0.9097251854471967
0215, 1224, 0.9097236660939299
0122, 1522, 0.9096711087069447
2535, 0925, 0.909655175448826
1611, 1631, 0.9096447273944733
0433, 1711, 0.9096067714252464
0233, 1923, 0.9095311995858053
0835, 1834, 0.9094894775519092
1114, 1621, 0.9094362265607642
1832, 0322, 0.9093937918389977
1934, 0235, 0.9093266266906563
1215, 1724, 0.9093220453289254
1423, 2532, 0.9092493988955349
1832, 2511, 0.9091776759452549
1221, 2424, 0.9091721295374838
1133, 0112, 0.9091293502002564
1834, 0812, 0.9090922921721796
0331, 1632, 0.9090919079983847
0834, 0914, 0.9090267374378858
1632, 2222, 0.9089927422166587
1423, 0421, 0.9089109763261503
0314, 1654, 0.9089085838420419
0231, 0912, 0.9088362318972504
1911, 1423, 0.9088015907413608
0433, 1422, 0.9087729274412515
0726, 0311, 0.9087640749295899
1134, 1631, 0.90873344108892
1832, 0923, 0.9086986527579246
1912, 1822, 0.908678082998798
0815, 2522, 0.9086124933623757
1832, 1122, 0.908588593255028
1914, 0631, 0.9085221338827485
0934, 0131, 0.9085117921353155
1723, 1613, 0.9084642006522742
0911, 1221, 0.9084281655162038
1022, 2032, 0.9082887150673693
1832, 1434, 0.9081981708106096
1722, 1224, 0.9081589374318891
0433, 1224, 0.908121402730671
1113, 2423, 0.9081073312845825
1933, 1914, 0.9080750663746021
0912, 0935, 0.907939675442044
0922, 2023, 0.9079325852381472
0432, 1914, 0.9078370601101713
1221, 1424, 0.9078226173207876
1731, 1115, 0.9077973180602203
0433, 0234, 0.907743033937369
0835, 1711, 0.9077141456249243
0223, 1821, 0.9076395157974446
0815, 1823, 0.9076232724665607
0322, 1913, 0.9076153973947388
2524, 1934, 0.9074780061642705
1215, 1925, 0.9073341837500728
0235, 0434, 0.9072989119118906
2535, 0132, 0.9072865618834133
1653, 1513, 0.9072612142433278
2433, 2511, 0.9070948688070598
0321, 1921, 0.9070224912659606
1731, 0921, 0.9070145098380114
2411, 1512, 0.9069575682057054
0811, 1731, 0.9068970512914089
0214, 2513, 0.906861632970175
1834, 0821, 0.9068294003532156
0633, 0235, 0.9068054430216156
0211, 1731, 0.9067591112304609
1112, 1631, 0.9067236069737368
0932, 1813, 0.906559604719586
0811, 0913, 0.9064784532054041
1812, 1531, 0.9064099542475819
0913, 0322, 0.906302318198983
1134, 0114, 0.9061898893123496
1831, 1234, 0.9060674923968526
2511, 0421, 0.9060633851295559
2012, 1913, 0.9060521577723462
0113, 2513, 0.9060199369877505
1114, 1224, 0.9058720854034427
1812, 0911, 0.9058500756492387
1113, 1413, 0.9058145889490922
0713, 1234, 0.9057973810664702
1653, 0314, 0.905577942467566
1113, 0222, 0.9055733792278493
0632, 1632, 0.905463221850873
2023, 2525, 0.9054104285612431
0911, 0235, 0.9053814040726669
0215, 0114, 0.9053696266583532
0422, 0713, 0.9053416043561422
1112, 1224, 0.9053032777408675
1215, 2013, 0.9052714799143959
1723, 0225, 0.9051817413260466
0724, 1821, 0.9051636416376109
0233, 0821, 0.9051238514307715
1911, 2511, 0.9049624890376855
0431, 1821, 0.9049215614644853
2411, 2024, 0.9048288579726634
1812, 0225, 0.904740466461713
1112, 0522, 0.9046976028570872
0922, 0712, 0.9046762742104482
1511, 1821, 0.9046580029851414
1731, 1831, 0.904591099131299
1531, 2424, 0.9045866599667077
1112, 1623, 0.9045766242285025
1122, 1234, 0.9045514747021034
1031, 0235, 0.9045382082775478
1723, 0235, 0.9044388693907012
1924, 1731, 0.904416836284733
1832, 2432, 0.9043672203506414
0922, 1724, 0.9042614795159823
1621, 1513, 0.9041915303256496
0233, 0314, 0.9040935639948595
2524, 0633, 0.9040833456690278
0433, 0731, 0.9039453642199108
0322, 1234, 0.9038027236159106
1832, 1731, 0.9037478564342482
1021, 2525, 0.9036209020538861
0531, 1914, 0.9035092764646662
0432, 1824, 0.903473286327576
0233, 1932, 0.9033911936693629
2535, 1223, 0.9033854858521246
2514, 0114, 0.9032389453320443
1221, 1522, 0.9032183481438865
1812, 0824, 0.9031635213398337
1215, 1655, 0.9031504662893516
1934, 1652, 0.9031459371370236
2535, 2031, 0.9031079495852157
1412, 0432, 0.9030318022787073
1654, 2513, 0.9030084016334146
0214, 1834, 0.9028888945371278
0811, 0933, 0.9028831378731003
0914, 0934, 0.9027470546782738
0233, 2412, 0.9027453912689551
2511, 1913, 0.9026768569638837
1652, 0424, 0.902668812493103
1414, 2032, 0.9025125240876166
0422, 2433, 0.9025093496501215
2013, 0932, 0.9024555385348558
0922, 0622, 0.9021756979204353
1522, 0434, 0.9020782380270341
1921, 1524, 0.9020718154368988
1713, 1824, 0.902011317568113
1232, 1234, 0.901945249783756
1432, 1921, 0.901864579962895
1653, 1722, 0.9017598104003458
1112, 0812, 0.9016648333392548
1652, 2424, 0.901588907657807
2013, 1131, 0.901539565316838
1653, 1834, 0.9013891033780923
1114, 1654, 0.901384748489492
1921, 1925, 0.9013776877173785
0233, 1125, 0.9013359571544358
1822, 1224, 0.9013074633444876
0522, 1513, 0.9012393632146292
1652, 0512, 0.9012030516629395
0714, 2511, 0.9011567637091028
1924, 2531, 0.9010773093174027
0322, 0123, 0.9010418648252762
1423, 1913, 0.9010381158602305
1522, 0112, 0.9010298505124511
0834, 0532, 0.9009323531330728
0313, 0811, 0.9008465090206326
2431, 1532, 0.9006791795955706
1221, 1713, 0.900607148124192
0332, 1822, 0.9005925637812637
0821, 2513, 0.9005787823251727
0833, 1413, 0.9005150474804651
0222, 2525, 0.9004683034702093
1215, 1432, 0.9002767463490322
1414, 1621, 0.9002758117661749
1631, 2033, 0.9000654980471119
1215, 0922, 0.9000320324743015
1814, 0912, 0.899976481148561
0214, 1654, 0.8999655692903803
2531, 0311, 0.8998917325994185
1731, 0614, 0.8998723033154271
1814, 2222, 0.8998125311758947
1431, 1033, 0.8997864922623308
1211, 1513, 0.8997864243610609
0225, 2424, 0.8995578793221415
1221, 0432, 0.8995481124575692
1133, 1914, 0.8995139462784941
0623, 1632, 0.8995104449733622
2022, 2532, 0.8993781301299324
2524, 0824, 0.8993577586867549
1822, 1513, 0.8991333416662532
1812, 0432, 0.8990557662012416
1112, 1922, 0.8989705917485891
0931, 0822, 0.8989145041359181
0215, 1711, 0.8987830622717197
0111, 2033, 0.8986799227801668
1832, 2413, 0.8985707043533867
0233, 1915, 0.8985439759730357
1215, 0833, 0.8983770285779913
2033, 1711, 0.8983568751776351
1924, 2432, 0.8983156631219288
1821, 1214, 0.8982461616896066
1653, 1711, 0.8982155017713668
2012, 1115, 0.8981902588327347
0934, 1413, 0.8981326423691469
1611, 1822, 0.8981212622207967
1832, 1811, 0.8980641081033672
1423, 0913, 0.8980209494028447
0831, 2513, 0.898020111037376
0412, 1731, 0.897919078834084
2022, 0311, 0.8977339654299334
0613, 1821, 0.8977109234442002
2535, 0822, 0.8976934467395962
1832, 0311, 0.8975769844444176
1622, 0322, 0.8975536925438536
1114, 1112, 0.8974692277208907
1423, 2433, 0.8974358767608578
0623, 1821, 0.89735349227006
1215, 2512, 0.8972079551954101
0824, 1914, 0.8971043907648277
